,Window,Status,GRE,GPA,Work Experience,TOEFL,IELTS
102,F2021,Reject,324.0,62.26,16.0,,7.0
103,F2021,Reject,,64.125,38.0,,7.5
104,F2021,Reject,308.0,36.195,,101.0,
105,F2021,Reject,304.0,73.34,28.0,93.0,
106,F2021,Reject,312.0,85.69,34.0,92.0,
107,F2021,Reject,303.0,65.6,40.0,101.0,
108,F2021,Reject,288.0,66.405,12.0,,7.0
109,F2021,Reject,313.0,75.2,30.0,,7.5
110,F2021,Reject,305.0,66.0,48.0,,7.5
111,F2021,Reject,306.0,80.465,,107.0,
112,F2021,Reject,321.0,71.535,4.0,,8.5
113,F2021,Reject,300.0,64.0,24.0,92.0,
114,F2021,Reject,,70.49,,,7.5
115,F2021,Reject,304.0,73.15,1.0,99.0,
116,F2021,Reject,299.0,76.47500000000001,23.0,,8.0
117,F2021,Reject,,73.72,32.0,,7.5
118,F2021,Reject,306.0,75.0,29.0,,7.5
119,F2021,Reject,300.0,80.96,30.0,,7.0
120,F2021,Reject,,64.315,33.0,,6.5
121,F2021,Reject,,75.905,,,7.0
122,F2021,Reject,316.0,72.675,26.0,110.0,
123,F2021,Reject,315.0,71.915,37.0,,7.5
124,F2021,Reject,306.0,72.9,17.0,,6.5
125,F2021,Reject,299.0,73.435,26.0,94.0,
126,F2021,Reject,317.0,83.60000000000001,,,7.0
127,F2021,Reject,316.0,66.5,45.0,95.0,
128,F2021,Reject,315.0,72.295,24.0,,8.0
129,F2021,Reject,304.0,83.9,43.0,,7.0
130,F2020,Reject,312.0,87.30499999999999,38.0,,7.5
131,F2021,Reject,302.0,75.43,34.0,89.0,
132,F2021,Reject,298.0,91.105,7.0,,7.0
133,F2021,Reject,306.0,76.0,2.0,97.0,
134,F2021,Reject,317.0,77.23500000000001,34.0,100.0,
135,F2021,Reject,291.0,66.5,5.0,98.0,
136,F2021,Reject,336.0,67.83,30.0,109.0,
137,F2021,Reject,307.0,61.0,30.0,,7.0
138,F2021,Reject,309.0,73.25,31.0,111.0,
139,F2021,Reject,318.0,65.835,24.0,,7.5
140,F2021,Reject,307.0,74.5,4.0,98.0,
141,F2021,Reject,314.0,68.4,46.0,102.0,
142,S2021,Reject,305.0,64.5,,93.0,
143,S2021,Reject,297.0,,,,
144,S2021,Reject,314.0,63.935,58.0,,7.5
145,S2021,Reject,316.0,88.54,30.0,105.0,
146,F2020,Reject,304.0,68.99,37.0,99.0,
147,S2021,Reject,309.0,75.39,59.0,103.0,
148,S2021,Reject,319.0,79.51499999999999,3.0,99.0,
149,S2021,Reject,309.0,67.0,70.0,93.0,
150,S2021,Reject,323.0,74.575,9.0,110.0,
151,F2020,Reject,317.0,76.08,30.0,104.0,
152,F2020,Reject,318.0,67.735,36.0,103.0,
153,F2021,Reject,310.0,72.0,42.0,110.0,
154,F2021,Reject,316.0,76.5,50.0,97.0,
155,F2020,Reject,317.0,72.01,17.0,92.0,
156,F2020,Reject,324.0,67.45,7.0,112.0,
157,F2020,Reject,306.0,73.245,24.0,104.0,
158,F2020,Reject,313.0,72.105,27.0,,7.5
159,S2021,Reject,312.0,62.5,2.0,92.0,
160,F2020,Reject,313.0,65.93,43.0,93.0,
161,F2020,Reject,307.0,62.699999999999996,24.0,108.0,
162,F2020,Reject,301.0,79.8,39.0,88.0,
163,F2020,Reject,310.0,71.25,20.0,99.0,
164,F2020,Reject,306.0,87.5,46.0,101.0,
165,F2020,Reject,310.0,61.084999999999994,33.0,96.0,
166,F2020,Reject,300.0,69.0,15.0,91.0,
167,F2020,Reject,301.0,69.35,1.0,,7.0
168,F2020,Reject,310.0,80.0,41.0,,7.5
169,F2020,Reject,318.0,72.0,30.0,111.0,
170,F2020,Reject,311.0,84.45500000000001,12.0,,7.5
171,F2020,Reject,318.0,60.324999999999996,40.0,103.0,
172,F2020,Reject,313.0,72.2,60.0,,7.5
173,F2020,Reject,310.0,74.0,48.0,,7.0
174,F2021,Reject,308.0,57.0,20.0,,6.5
175,F2020,Reject,311.0,70.4,2.0,105.0,
176,F2020,Reject,309.0,82.0,12.0,,7.5
177,F2020,Reject,318.0,82.365,28.0,108.0,
178,F2019,Reject,312.0,66.785,42.0,102.0,
179,F2020,Reject,303.0,72.96,17.0,,6.5
180,F2020,Reject,304.0,82.1,26.0,101.0,
181,F2020,Reject,310.0,75.905,31.0,,7.5
182,S2021,Reject,309.0,78.85000000000001,2.0,90.0,
